CONTENT,RATING,label
坚韧的女性的形象。也不知道西班牙本国人看这个是什么感觉。难道会像我们看红色电视剧一样有不良反应？,5,1
有了这个结局算不错了 要知道我可是不怎么喜欢**party,5,1
看过太多，拍过不少。越发喜欢有条不紊的讲述，电影语法用得有章法的影片了。,5,1
你赢了……再过三年，或者五年，如果你开始喜欢男生，你一定要告诉我……笑屁啊！我是说真的……,5,1
孟克柔张士豪林月珍。天蝎座O型，游泳队吉他社，我还不错哦。,5,1
台湾导演对于青春片的把握让人咋舌.反正看得心里又温暖又感动就是了.,5,1
这部电影代表了大部分人对台湾青春片最初以及最深刻的印象。,5,1
我把《蓝色大门》作为我二十一岁的礼物送给自己。,5,1
年轻时要看一下，必须的。,5,1
孟克柔遇到张士豪其实挺幸运的，他身上有很多可贵的品质，正如她所说的“善良、开朗又自在”，他不仅帮她确立了性取向，还鼓励她向喜欢的女孩子表白，最后他还说“如果有一天你开始喜欢男生，一定要第一个告诉。”,5,1
好喜欢克柔的眼神啊，我的青春怎么没有这么羞涩过,5,1
2014旧历年最后一部片子 可见春晚多无聊,5,1
2个小时之内还原成这样很不错了。人物各自的特点被夸张放大，包法利夫人更加虚荣浮华贪得无厌，医生则更加软弱可怜。那个时代的女人生的不好有点野心就是想入非非，有点姿色也不知是福是过。,5,1
子爵的美貌压倒了剧中的一切。,5,1
还是老版好莱坞的好看，服装造型人物场景都很符合，虽故事情节略有改动，但是以诉讼官司开头以福楼拜之口道出故事，还是很有创意。,5,1
哈哈哈哈，伊兹蜜也有这样的故事！,5,1
小姐，你的熊掉了……（没有错字）,5,1
(ง •̀_•́)ง “小姐，你的熊掉了！”,5,1
哈哈哈哈 小姐 你的熊掉了 XD,5,1
小姐! 你的熊掉了！,5,1
只是一个寻常的主妇,5,1
很早看过的一个电影。不知道为什么 就很喜欢。,5,1
喜欢的人会看很多遍,5,1
冒着被剧透的危险登录豆瓣，是ELVIS给了我勇气！这个电影名字很土，但出人意料地还成，女主都很美，“40岁的侏儒”小朋友超可爱，歌好听，剧情也没那么糟糕。当然最重要的是，猫王真的好帅呀。,5,1
看着有泪点,5,1
不沟通谁都不会有笑容也不会流泪，不管岁月怎么变更，我比谁都爱你,5,1
与改编质量无关，电影是好电影,5,1
总之，是从头到尾都很精彩的电影。,5,1
因为配音…………所以力荐- -,5,1
我当年非常像林月珍,5,1
青春啊 飞驰啊,5,1
07年，我听见“三年五年以后，甚至更久、更久以后，我们会变成什么样的大人呢？”，5年已经到了，张士豪已经不在了,5,1
十三年前，陈柏霖演运动型高中男生，被两个以上女生暗恋，看到喜欢的人就憋不住傻笑，最大的秘密是尿尿不成一条直线。十三年以后，......他去演了《万万没想到》。还有桂纶镁，原来她不面瘫这么这么好看耐看啊！可爱的年轻人啊为什么要长大变老。,5,1
不可思议，那段时期我们都幻想自己是白色衬衣单车少年，为尿尿分叉忧虑，后来我们毫无意外变成大人，也失了那些莫名其妙、毫无用处、做作矫情的理想。但我怀念他。,5,1
这台式小清新真是看得我心旷神怡如沐春风，下辈子我也要做一个花衬衫短发骑着自行车和出租车抢道的风一样的男人。,5,1
偶尔不由自主地闯进一个平行时空，那里天空特别湛蓝。猛一惊觉，是回忆。电影如同一位看过世间百态，世故的不能自己的大人躺在青青草地上闯入这平行时空。剧情着重在校园部分，但所要传达的却直冲整个大人世界。还在懵懂未知探索的青少年时期，敢追敢梦敢冒险。「我们留下什么 就会变成什么样的大人」,5,1
“三年、五年甚至更久更久以后，我们会变成什么样的大人呢……”,5,1
没有信仰的我永远都想不明白为什么会明知不可为而为。独裁是可耻的。一些细节表现出人们的恐惧和人性的弱点。如某些影评所言，不知道现在的西班牙人看到这部片子是什么感受。,5,1
这么好看才这个分 抱不平,5,1
优秀的坚强妇女片……,5,1
还是这句话，下一场会更血雨腥风。借用当年学员队长的毕业赠言：“你是地瓜，就把你雕不成人参！雕成人参，你也还是个地瓜！臭不要脸的的东西！”，所以成天幻想厉害国臣民的低端口都省省，你们根本没有赤色基因的！当韭菜的命休想分蛋糕吃！,5,1
极权催生苦难，苦难催生极权，环环相扣，直至变成沉默的潜流，伺机吞噬,5,1
没看完，女主非常美，情绪细节刻画的也很到位,5,1
等字幕，呜呜 果叔,5,1
看叔和别人上床好难过😒,5,1
德国人也能这么搞笑  Marcel Schlutt!,5,1
相比之前， marcel好清水这次，哈哈！除了小肚腩，可谓是时间停止啊，对于marcel来说。,5,1
因为分数太低了，给5星。超好看啊！Alex怎么这么帅！,5,1
8.7；多么多么的高兴,5,1
意大利的滑稽戏演员们太出色了~极力推荐！,5,1
虚假的甜蜜,5,1
讽刺社会同时乐开怀,5,1
小姐，你的熊掉了 ~~,5,1
师傅这集op字幕画风都变了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈师傅真的太强了！还有初恋那段玩梗好搞笑哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5,1
小姐你的熊掉了XD,5,1
主妇你萌shi了！！,5,1
我看的怎么没有彩蛋！！,5,1
7.20 “荣誉不属于评论家的分析，也不属于那些指出强者、实干者的错误的聪明人，荣誉只属于那些有行动的人”“做人如果没有理想，还不如当植物”这老哥们的人生观和价值观很能鼓舞人感染人，怪怪的老头往往都特执着~固执又糊涂，开朗又乐观，真实而有趣的人总那么难以让人忘怀。,5,1
绝赞！老头子的纪录保持至今,5,1
可爱的倔强老头，富有人情的小镇，秀丽风光，热血剧情。伟大的人伟大的电影。ps，两个赛事工作人员很漂亮啊。,5,1
"If you don't follow through on your dreams, you might as well be a vegetable.324.85!!!!!!!让我内牛满面，老霍还有他的摩托车。",5,1
当汉尼拔卸下面具，骑上飞驰的摩托，就再也停不下来。小时候，坐在爸爸的摩托车上长大，难割舍的摩托情结，让一个老头子展现的淋漓尽致。当他来到那片盐田，眼角含着泪悉数英雄时，真心被他打动了。,5,1
一个坚强豁达普通的老头，尤其喜欢那个小娃,5,1
梦想是一辈子的事情，强力推荐！,5,1
他感染着他生命中的每一个人,5,1
"好剧本,表演很真诚",5,1
还不错呀，评分偏低了。值得一看。,5,1
没找到中字,5,1
灰暗的都市，流着蓝色眼泪的吉儿，尼可·波勒像宿命的诗人，从冰冻监狱中苏醒后一直念着不知所云的诗句。,5,1
情节朴实无华，故事引人入胜。,5,1
人都是一瞬间长大变老的。,5,1
好像整个夏天都过完了，什么事都没有做，然后又好像整个青春都过完了，什么事也没做，就只是跑来跑去。三年，五年过去了，没有变成任何人。我还是我，你也还是你。,5,1
我们会变成什么样的大人呢，是体育老师，还是我妈。,5,1
没想到还挺真实。对自我的认知还挺令我怀念。自已也曾在本子上写自己喜欢人的名字。真是傻爆了。,5,1
“好不甘心啊，夏天都快过完了，好像什么事也没有做。”“对啊，好像就只是跑来跑去什么事都没有做。”...“但是总会留下一些什么吧，留下什么我们就变成什么样的大人。”“你这句话从哪里偷来的。”等红灯的路口，骑着车在队伍的最前面，绿灯亮了，蹬起踏板，印着椰子树的花衬衫被风吹得鼓起。,5,1
这版超好看哎,5,1
故事十颗星,5,1
这一切都是命运的错,5,1
女孩子都要借由包法利反思自己。,5,1
"女性十分伟大,战争是一把双刃剑,教会一点都不像上帝的使者.人民的内心都向往和平.希望能和平下去.",5,1
西班牙版主旋律影片，国际歌在牢房里响起，女主风彩不输洛佩斯、海耶克,5,1
做人没有梦想，还不如做植物,5,1
hopkins演坏蛋坏的透彻，演这样可爱的老头人见人爱。说的话大多都是至理警句。励志~,5,1
老爷爷太热血了,5,1
只要关于自由，关于疯狂的一生，我都喜欢。,5,1
人无梦想如同蔬菜,5,1
安东尼霍普金斯，神一样的老头！好励志的老头，让哥汗颜。,5,1
人不能没有梦想，也并不是不在年轻了就不能再追逐梦想，梦想不在乎远近，不在乎岁月长短，只要有信念就可以！,5,1
老家伙，我好爱你。一瞬间超过所有人的感觉比平淡一生要好得多。梦想，冒险,5,1
在生活中，总有一种方式去练习学会不再害怕。,5,1
5-。各种励志，感动和激动。,5,1
在CCTV-2的“正大剧场”正大剧场里看的，现在好不容易找到了，但是不是国语的。,5,1
打小就喜欢看这种片，难怪现在喜欢看基情片,5,1
童年电视回忆,5,1
好像是小学四年级,5,1
美好的童年回忆，就记着两小孩被坏人追杀，最后邪不胜正的故事。哈哈哈～童年呀，当时觉得真的很好看。,5,1
365夜故事里出现的，台湾配音奶油话很重，四个兄弟一个萝莉，不知道记没记错,5,1
365夜里看的，无尽的怀恋，我们现实的生活越来越像童年动画片中日本人的生活。,5,1
就因为小时候看了这部动画，我对西方龙特别有好感。没想到这影片的原版声优阵容如此强大，当年看的国语版配音一般。,5,1
很多人不喜欢的电影   也有很多人喜欢 很酷 很精神的电影..... ,5,1
唯美压抑的画面，极端形而上学的情节，就像我的白日梦,5,1
现在看来...亚瑟王怎么可能是男的这不科学!! 小时觉得是帅哥的现在看来一张脸都好怪 我还一直以为女主是阿拉蕾,5,1
跪求有字幕版。这个可是国内日系动画片的一切起源啊！！！！,5,1
365夜作品中的一个，可爱的少女漫画类型,5,1
这是一部现在看来都非常棒的科幻片，但是这种形式注定不会受到大部分人的欢迎，有点偏核向，剧情说实在的是有点无聊，不过经典的科幻也就是这种形式了，本来想打四星的，算是向作者致敬吧，话说，04年的CG没这么糟吧，最终幻想不是在这之前做过了嘛,5,1
我就是喜欢这种风格的电影 管他别人怎么说,5,1
犹豫着给它四星还是五星，跑来一看这里的平均分是三星一刚……女主角是我见到的最酷的，漫画家自己导演出来的感觉就是原汁原味，场景满分，人物还原满分，雷点是突然冒出来的三维人物，感觉片子一下退回2星……难道是钱不够了……还是真人出演外加化妆比三维出效果得多。,5,1
还是小学的时候看的呢，那时就感觉动画幻想的魅力啊，后来一直没看到过，在找也找不到，非常想再看一次呢,5,1
这部是我最早看的乙女向逆后宫动画。当年365个夜嘉士利卡通世界（类似小神龙俱乐部）中的一部动画。,5,1
圣剑的伴侣，喜欢这个设定，很好看的动画片,5,1
哈哈，笑死我了！,5,1
太萌了！！！！！！！！最后还有爱德和阿尔哈哈哈哈哈哈哈哈！！！！,5,1
比本篇更强大哈哈我笑抽了.,5,1
这样吐槽师傅合适么...哈哈哈哈,5,1
小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。小姐，你的熊掉了。,5,1
路过的家庭主妇战斗值爆表。,5,1
师傅是萌，不愧是我喜欢的大姐头,5,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈~~~~,5,1
哈哈~~小姐，你的熊掉了~~笑死我了~~,5,1
小姐，你的熊掉了~~~噗,5,1
主妇的十八岁,5,1
这真的是轰天炮？？,5,1
"如果我十年前能看到这部电影该多好，那样，我会更懂得珍惜，更懂得青春的美好吧。                                                               记忆深刻的台词：我叫张世豪,天蝎座,O型,游泳队,吉他社，我很不错哦。",5,1
一年后 三年后 五年后 甚至是更久更久以后 我们会变成怎样的大人 虽然我闭着眼睛也看不见自己 但是 我却可以看见你,5,1
喜欢这样的节奏，朦朦胧胧，若有若无。初恋的怀疑，好像离我越来越远，站在青春的尾巴上，看着自己的花季逝去，我惋惜自己的17岁，没有经历这样唯美的夏天。我即将毕业，最后一个属于青春的夏天，我也许应该站在蓝色大门前，对着迎面走来的女生说，我过的很好……,5,1
17岁的那个夏天太阳依旧炽热，地面被炙烤得犹如锅炉。一阵风吹来，撩起心中的窗纱，我看见了你。我不想要求什么，只想要一份简简单单的回忆。,5,1
很少有见到评价如此高的台湾影片了，几乎清一色的好评，还是极好。包括表姐也极度爱这部片子。喜欢陈柏霖那个时候的感觉，不是自己意义上的帅气，却青涩而率真 十七岁的青春。骑单车，穿校服，喜欢的话，自以为是的追求与表白，对未知的迷茫和不安，总觉得离我们那么远又那么贴近。,5,1
太喜欢这部了！不知从什么时候开始喜欢的桂纶镁，我想应该是在这个时候吧！,5,1
留下什么，我就变成什么样的大人，如果有一天，或许1年，或许3年，你开始喜欢男生，你一定要告诉我....3年，5年以后，甚至更久更久以后，我们会变成什么样子的大人呢？是体育老师，还是我妈，虽然我闭着眼睛，也看不见自己，但是我却可以看见你.....,5,1
看这样的电影特别容易叫人回忆起青涩时期的自己。我们心中都有一个张士豪，不管是一直放在从未说出过的还是已经说出或者被拒绝的又或许是那个默默等待你看到它的，都是美好的青春。在十七八岁这样一个年纪我们大都是偏于感性的，一切喜恶一切行为都由心牵引所以才最愉快，不管是笑过哭过都是值得记忆的,5,1
【三年，五年以后，我们会变成什么样的大人？我闭着眼睛也看不见自己，但是我却可以看见你。】 台湾白衬衫夏日文艺小青春片儿多到起腻，这部可算上乘，陈柏霖和桂纶镁都还像刚刚剥开皮的白煮蛋，眼神倔强水嫩，青春逼人。,5,1
记得那年夏天 有个女生 孟克柔 有个男生 张士豪 还有我们17岁的记忆中的蓝色大门 在这个夏天 我们留下什么就成为什么样的大人 我闭上眼睛 我看不见自己 却看得见你,5,1
“我叫张世豪 天蝎座O型血 游泳队吉他社。我长得还不错啊。就是想追你。”一脸青春手握无限资本的感觉，自信又纯净。“如果你只是17岁，你想的是能不能上大学，不再是处男，尿尿成直线，该是多幸福的小朋友啊。”不过我好像丢失了这种幸福有一段时间了。,5,1
战争的结束不意味着和平 一切还在恐慌之中,5,1
励志公路片~~,5,1
这是我今年看过的最好的电影。有我爱的老头,5,1
在我们摩托迷的眼中，他是绝对的英雄。,5,1
有梦想就要去追，高龄老头的极限速度梦。霍普金斯的演技登峰造极！,5,1
老兵不死，他们只是渐渐远去,5,1
三十岁没有梦想的人，看着一个头发皆白的老头讲，对我来说（骑在摩托车上）5分钟，赛过别人的一生。moved,5,1
人见人爱的老头儿，从新西兰到洛杉矶再到波尼维，始终乐观积极地面对一切，还有比这更好的了吗?!真的爱死安东尼·霍普金斯这个老头儿了!“大家都希望老人躲起来等死，但我还不打算退出江湖”,5,1
04年看过一遍，当时觉得这个蓝女人美死了。今天重温了一下，觉得这个鸟人QJ女人的故事还不错。反正很对我的胃口。,5,1
很怪异，不过值得思考,5,1
我是自己的心魔\被判浪迹天涯\永远不得微笑,5,1
美工，造型，音乐，对白，情节节奏，。。。我不明白为什么这样一部片子会被人称为烂片。。。彼之蜜糖，人之砒霜。,5,1
喜欢那世界 喜欢太阳神。。,5,1
我就喜欢法国人的不着调,5,1
伟大的爱情始于——“小姐，你的熊掉了。”小姐，你的熊掉了。。。小姐，你的熊掉了。。。,5,1
师傅太可爱啦！！！,5,1
笑屎我了，又想到北方那些人说当年有个野人藏在洞里偷吃他们的粮食死伤无数。。。。,5,1
艾力克兄弟的修炼原版....,5,1
所以说，比起师傅自己，对豆丁兄弟的试炼还算仁慈（喂，那是哪门子试炼啊！）另：小姐，你熊掉了这台词太赞了，欢乐啊！,5,1
师傅sama很有爱,5,1
- -小姐，你的熊掉了。。。,5,1
哈哈  师傅面对老公的时候一直是一副小女人姿态  太可爱了,5,1
小姐你的熊掉了哈哈哈哈！！！！！！！！！,5,1
强力师父！！强力过去！,5,1
忍不住补完了所有番外,5,1
神经病啊喂！原来是师匠转错职了才有的近战法师啊（。,5,1
从飞大的角度 五星,5,1
同志的内容略略带过。始终很喜欢男主角张士豪每次见到女主角孟克柔时坚持大喊：“喂，我叫张士豪，天蝎座，O型，游泳队，吉他社！”。靠这样来把自己介绍给她。,5,1
大二错过。一再错过。清晨看来，疲累的心也渐渐被柔软化鸟。别的好处暂不说，最可贵是拍摄者的视角，真是和故事里的小孩子一般高，就好像发生在我们身边一样平实轻盈，轻易就打动人心。音乐青春，服饰搭的也不错。台词可信度高。男孩子的执拗和坦率也很容易给人留下好感。呵呵，其实他斜睨的眉眼，让我,5,1
我叫张士豪，天蝎座o型，游泳队吉他社，我还不错哦！好萌的一段话。总觉得还有很多地方都很好笑，自己中学时发生的好玩的事情也历历在目。真怀念高中~~~,5,1
美好的青春故事。看哭了的故事。after 17。陈柏霖的年轻很美好。我是黑发控。,5,1
桂纶镁那劲头我喜欢，头发短短的倔强小孩。青春的故事让俺想到自己初中高中的LOLI时代>< 也是这样傻乎乎的为小P事烦恼,5,1
当初一个人戆吼吼额半夜看了上下集还= =【cctv6】,5,1
“看来你没有爱过我，因为你太不了解我了。此时我必须离去，然而离去的只是基督山伯爵。另一个人将会归来，这个人只有你才能认识，只有你才能了解。”——翻译成网络流行语就是“我爱你，但与你无关。可是我又多么希望这与你有关。”,5,1
旧版的《基督山伯爵》比较忠实于原着，那种人性的压抑和痛苦，那种扭曲和仇恨表现得非常强烈，情节张力十足。中文配音是大名鼎鼎的上译，那些富有穿透力的声音让《基督山伯爵》成为一部能“听”的电影。,5,1
这才是小时候看过的没有摈弃政治历史复杂背景下的个人恩怨复仇的故事。是有迷人的女主和复仇的海蒂的版本，台词也深刻华丽，经典名着还是老版本拍得更经典好看！,5,1
真实平实而且感人的片子，是不是回想起老人睿智的眼睛和让人为之汗颜的坚持......,5,1
我爱这老头。他是阳光，心头很暖。,5,1
如果有时间，真的想把安东尼霍普金斯的电影看个完。,5,1
值得看好几次的电影，梦想就是支撑人活下去的动力！,5,1
乐观可爱的老头，轮胎掉出来摩托翻了的时候我都快哭了，他还能笑出来路上还能来个ons。。。天。。神奇的老头传奇的老头,5,1
老戏骨啊~~~从汉尼拔到燃情岁月再到这个可爱的老头。厉害~~  而且这个记录至今无人破？,5,1
一个老人 25年的梦想. 他的记录至今没有被打破! 人活着没有理想和植物有什么区别..哈哈哈哈哈哈哈哈哈哈哈哈哈哈..,5,1
老头把我搞的热泪盈眶,5,1
急速驾驶5分钟，抵得上某些人的一辈子------这可爱的顽固老头！,5,1
安东尼·霍普金斯这个老头，除了演变态杀人狂演得阴森恐怖外，演倔强的老头也相当有一手，至今记得燃情岁月里提着猎枪干掉警察的那个斜嘴军官老爸，相当给力。这部电影里的霍普金斯少了一些霸气，却是倔强依然，为了实现梦想不顾一切的老头，让人敬佩。 ,5,1
得道者多助，感人,5,1
看了好几遍……,5,1
我是多么喜欢这样的电影啊，又魔幻又科幻的！,5,1
喜欢，尤其是片尾~PS：晚上有一只蚊子飞来叮我吃剩的蛋糕奶油（草莓味的），过了一会儿，她死了。,5,1
4.5，呈现出独特的魅力。优酷删减5分左右，法语。警察追查的连环杀人案到底是怎么回事？,5,1
“那啃噬我的灵魂，令我晕眩、混乱 　　它无情地落下，滚动，昏厥……直下冥府”交错众多主线的电影，魔幻、科幻、文艺在这里一齐绽放。很对我胃口。,5,1
师傅太帅了啊。。,5,1
女士你的熊掉了,5,1
小姐 你的熊掉了2333333,5,1
哈哈师傅和席古桑真是绝配呀,5,1
两分钟，哈哈哈哈,5,1
师傅真是我最喜欢的家庭主妇了,5,1
师傅><还有后面的 小姐你的熊掉了 哈哈哈哈哈,5,1
079：在那个古老的不再回来的夏日无论我如何地去追索年轻的你只如云影掠过而你微笑的面容极浅极淡逐渐隐没在日落后的群岚遂翻开那发黄的扉页命运将它装订的极为拙劣含着泪 我一读再读却不得不承认青春 是一本太仓促的书（席慕容）,5,1
那淡淡的青春，我叫张世豪，今年17岁。巨蟹座。,5,1
桂纶镁问，你喜欢的是哪个男生？女孩对桂纶镁说，我喜欢的那个男生，就是他们里面最帅的那个，很帅。然后我不屑：“草，有没有那么帅啊？有那么帅才怪，台湾片净夸张瞎扯。”然后那个小男生转过身。我愣到无语。因为真得很帅。,5,1
上译版本经典啊，即便是为了听听配音也是值得！,5,1
孙道临的配音太绝了~,5,1
配音5星 电影3星,5,1
僵尸妈妈美极了，最意外的是无耻之徒里的娴熟老阿姨居然在里面演DEBBIE，这不是关键，关键是原来那种古怪的演技是她本身就浑然天成改不掉的习惯- -放在老阿姨身上是温厚老实，但是放在debbie身上就把气质掉了100个档次啊………………,5,1
我觉得难主人还是很有味道的，这部比上部好笑很多，那孩子一般般，CHRISTINA演的孩子可真性感！,5,1
啊～我可能看过的只是2，1下不来呢～但是但是～好喜欢！！,5,1
好爱！！！！期待第三部第四部第五部第六部第七部第八部…………一直到永远！！！好有爱！！！,5,1
比第一部好看，古堡贵族爸爸，吸血鬼女王妈妈，老朽女巫外婆，科学怪人管家，寂寞芳心叔叔，青春炫酷女儿，强悍变化婴儿...手的戏份减少仍很逗，妈妈自带眼部高光，爸爸小胡子依旧销魂；夏令营太讽刺，迪斯尼价值观被黑出翔，感恩节也被大洗底清算，哥特的叛逆非主流精神赛高！黑寡妇渣渣！,5,1
希望列入美国人感恩节的playlist…另外卑鄙的我的形象和设定应该和Fester有不少关系吧，加上片中对迪士尼的揶揄，真是…耐人寻味。虽然笑点没有第一部密集，不过加了不少让人笑不出来的反思和讽刺。这波演员真好特别是小女孩太出彩了，复仇前的那一笑，啊…巨美！,5,1
没有第一部好看其实 无字幕无鸭梨 (*￣︶￣)y 讨厌小孩子表示除非我女儿是Wednesday，那句Homicide太有爱鸟~~~我觉得反角的那个女人好美啊！,5,1
正到爆咯...BB超级得意...大爱这家人!!!!!,5,1
赞翻了...!!So creepy!!!Wednesday真美丽 Pubert也太可爱了好爱好爱!!,5,1
从milford sound回queenstown的车上看的，没有字幕不过也还ok了。有梦想的人永远值得人敬佩，实现梦想永远都不晚。,5,1
热泪盈眶！为梦想！,5,1
有梦想的人·充实的人生·,5,1
17岁想看的电影24岁才看到,5,1
只有敢梦想，人生才有意义,5,1
一股正能量从头顶直灌到脚底，人生真美好。,5,1
温馨的故事，可爱的老头儿。“人没有理想就像蔬菜一样。”,5,1
"""这些比电影情节还神奇的真实故事让这世界还不至于乏味到令人厌烦的程度“——这是我看完《寻找小糖人》时的感受  这部电影同样如此 其实片子拍的并不出彩 也就是励志片老套路 但是这一切在这个故事面前都显得不那么重要了",5,1
用生命在破纪录的人••• 无人能超越啊 没想到是改编自真实事件,5,1
这个故事告诉我们：有一门手艺，不管年纪多大，走遍天下都不怕。,5,1
很小的时候看的，已经记不清剧情，却仍记得很棒,5,1
我只是想说 魂淡 ！头像海报是少将啊！ 师傅赛高~　那不是我的熊　是你的熊 23333,5,1
笑……笑成狗……师父果然是最反差萌的……,5,1
小姐，你的熊掉了。。。XDDD,5,1
小姐 你的熊掉了..................,5,1
不及SP4给人的感觉好，但是也是有爱有深度的SP。师傅18岁还是很好玩的^^,5,1
#怎样征服美丽少女# “小姐，你的熊掉了！”(*￣(エ)￣) 技能get√,5,1
这是你的熊吗？,5,1
天啊!!!!!!!我要受不鸟了啦~!!!!!!,5,1
“小姐，你的熊掉了”。。。。,5,1
“但总是会留下一些什么吧。留下什么，我们就变成什么样的大人”。“三年、五年以后，甚至更久更久以后，我们会变成什么样的大人呢？虽然，我闭着眼睛也看不见自己，但是，我却可以看见你。”,5,1
看之前刚哭肿眼睛，片子播放，不知不觉就乐了。青春和爱情，哪个更让人黯然神伤？可惜过了17岁，可惜未和恋人一起看。可惜了天蝎座o型血，我喜欢＝ ＝。可惜到了不能骑单车的城市,5,1
你说过我的笑和张士豪很像，当时不信。看过之后发现原来真的挺像的。只是，你早就不在了。,5,1
纯净的青春岁月里，美好的、幸福的、随意的、有追求的、有挫败的。在这结尾的时候，向青春致以敬意。,5,1
就算女主这么丑，我也能撸,5,1
女主角         老又丑，自信满满，脾气很大。,5,1
每隔十年必定重拍一次的经典。这一部是由上译群星做的，仅仅一个人就够牛X了，还何况是一堆人。,5,1
"先看02新版, 再看61版, 一番比对, 老版弥补了台词的欠缺, 更忠实于原着, 是优点也是缺点...补充: 上译配音+1",5,1
坚持自己的人生才是真的人生。,5,1
时速200，这个老头开心了就手舞足蹈，遇到任何人都要说抽烟有害，没有安全伞没有刹车的印第安，只想开的更快的老头啊。看得我差点没哭,5,1
处处都有可爱的人,5,1
人家能骑双子星，我只能骑小绵羊。。。,5,1
只有不死都要追求心中的梦想，如果人没有梦想和蔬菜有什么分别,5,1
"当我想去的时候我没有去,当我准备出发的时候我死了 我以为我一直在路上，可原来我从未出发",5,1
人活着如果没有理想，还不如去做植物。,5,1
看过最好看的公路片和励志片，没有之一，热泪盈眶，下了N年没删的经典,5,1
