CONTENT,RATING,label
我想说音乐真的太amazing了！也很喜欢民间公主和国王的爱情，合唱完美！我已经好多次只是因为配乐强大而给作品打五星了！,5,1
伯格曼最后一部电影，像他晚年很多作品一样将目光投向了家庭关系。本片中的家庭结构格外复杂，造就这种复杂性的一是无血缘关系的玛丽安，一是不在场的安娜，剧情也基本以此二人为中心构建。对间离手法的使用让本片免于被强烈的情感淹没成庸俗的情节剧，而是保持了冷静的距离并加以审视。,5,1
公主梦初心。,5,1
这部真的好看啊啊啊啊！记忆最深的就是开头两位一模一样的真假公主的唱段,5,1
搞笑 亲情 友情 ,5,1
伯格曼的绝唱，仿佛是在对他自己一生的总结：失败家庭关系而导致的一系列不可挽回的悲剧，父女乱伦，儿子自杀，父子关系恶劣等，这一切都似乎随着电影的结束而落下帷幕。五年后，这位伟大的导演去世了！！！,5,1
后半段开始各种戳泪点，R Time戳我看的，可是 这样一个不公平的婚姻，再幸福能幸福到哪里去。,5,1
这部电影简直就是神与恶魔媾和下的产物……,5,1
这算不算 婚姻生活 的大结局，玛丽安与约翰，影史上最动人的情侣形象,5,1
六年前看的，催泪弹。后来反复看了好多遍。,5,1
大爱，母女谈心，不要爱一个weak man。音乐很现代。悲剧不一定要一哭到底。cd2字幕延迟70s。,5,1
同样产于日本战后经济高速发展的时期，在远离内陆的岛屿上今村昌平尽情的对人类的愚昧与丑陋。当乞丐老头唱歌的脸半侧绿半侧红时，我就被导演的想象力深深折服了。经典的日本电影，准备买本碟收藏。,5,1
哈哈哈，重温了一遍，还是那样搞笑，开头看片被父母发现，还有日派，还有直播自己和女女，结果2次遗精，真是经典！！！,5,1
感人至深，看得俺一个劲摸眼泪，音乐一样非常棒,5,1
人家的高中生。with Lim,5,1
机器到底是帮助人类的，还是毁灭人类的,5,1
这个就很厉害了，ai与人母,5,1
每一帧都是一幅画，非常美。对卡拉瓦乔艺术造诣的致敬，同时我们对卡拉瓦乔的认知都只是基于现代人的揣摩之上的,5,1
黄秋燕好美，为什么两部少林系列的电影黄秋燕和李连杰都没在一起！怨念！,5,1
原来是两部电影,5,1
这就是赌片的鼻祖神片，好看啊！！,5,1
虽然我还是很难喜欢贾曼，画家的传记应该不可能拍得更好了，那幅丘比特给我所有诡异乖张的印象都表达清楚了。Dexter fletcher起点太高了！D导真是奇男子！,5,1
我很吃渡部秀的颜,5,1
简直神了哈哈哈哈哈妈的笑死，虽然看的是国语配音但也瑕不掩瑜哈哈哈哈哈外国人说粤语那里简直了噗……见是祖师爷地位的赌片加上一星吼！,5,1
"哈哈 看来还是岳父大人的气场更强一点  芹菜那梗到底是神马啊  5th对着10th说oh,u r my biggest fan..的时候真想砸桌。。。每次DT说what的时候都笑出声来太他妈喜感了！！英国儿童真的很幸福  ",5,1
「为什么你的画 皮肤都这么绿？」                                     「我生病了一整个夏天。」,5,1
历史交叉的瞬间啊,5,1
"啊啊啊""You are my doctor""感动到了嘤嘤嘤",5,1
赌片第一啊,5,1
李连杰少林系列,5,1
原来泰坦尼克是这么来的。。。。,5,1
儿时的经典回忆,5,1
好欢乐的剧情，特别是秃顶的那个梗....,5,1
有点混乱，但我喜欢。,5,1
9.5 有些设置不太懂。但是感情是到位了的。那个男人就是我的卡拉瓦乔啊，那个放肆的、不羁的灵魂。感奋于粗鄙的现实，挥洒暴力与死亡的狂欢。,5,1
演技略浮夸，也许在剧场看可以好很多。,5,1
精致、完整而优雅,5,1
改变了故事的背景设定这点特别特别棒 无关新意 因为就算直接套用莎翁原版 也还是可以拍出新意 只是军队这个背景 尤其是海外部队 让很多细节更合理了,5,1
#奥赛罗简单不简单喜欢男主考夫曼和指挥帕帕诺的录音室对谈哈哈又听到了“没有 就去创造”第二幕开始伊阿古披着斗篷在后 奥赛罗内心纠结那段跳戏了，一瞬间看成莫扎特在读信，爸爸〔吼叫信〕待出，可能真的是中毒太深,5,1
一流的舞台布置一流的演员 没想到是现代戏 非常值得推荐,5,1
中国电影资料馆观看的录像 非常好,5,1
后半段演了多久就哭了多久 和其他相比这个剧的录制和剪辑有点犯规啊 大量中近景和特写 代入感太强了 拼接式的舞台挺厉害,5,1
不明白为什么这么多人给低分劣评，这是我迄今为止看过的最恐怖的片子，没有之一。尼玛到现在还吓得要死……从此不敢在山林中过夜。,5,1
真好看！真好看！即使觉得苔丝德蒙娜演很烂，但还是不影响对这剧的喜爱。,5,1
最喜剧，最赌片，最经典！！！！！,5,1
看人家小日本那是就精通开变之术~唉唉~不过真的很好看啦！！~,5,1
反正这辈子也看不到完整版,5,1
很美的色彩,5,1
看完后流了很久的泪，很想爸妈。希望他们永远健康快乐。,5,1
经典经典，犬夜叉也有乱马的影子，挥之不散啊！,5,1
成也经典败也经典,5,1
没有人有错，只是必然是以悲剧结尾！PS.11年10月，在大连，和喜欢的女生一起看的！只怪自己太蠢笨吧……,5,1
淋湿变女郎，哈哈，初中的回忆,5,1
小茜的性格太讨人厌，还是喜欢女乱马和珊璞~,5,1
黄的不错，其他的渣渣，只能当Av看,5,1
不知从什么时候开始，悲伤占了上风，甜美就更显得珍贵。,5,1
自从读过隐之书后就很喜欢这种探寻典故背后的故事，即有悬疑刺激，又满足文艺好奇心。这部闷片是流动电影和固态静画之间的交流，又是欲言又止的古今之爱的交会，那女孩猛然意识到她就是那背对的画中人，而注视她的那双眼睛己深深埋葬，像涂彩下的那些情书，发现也是惘然,5,1
都有一颗红亮的心。浓郁的人情味儿。,5,1
超级喜欢这种小误会引发大事件的电影,5,1
女主演技超好。整体是写实主义的，但搞到十万欧那段一下又回到烂俗动作片的套路了，是个败笔。,5,1
不愧为“样板”戏。,5,1
底层人民想跳出贫民窟的苦情，绕了一圈还是回到原点。,5,1
青春有时候要承受着很多痛苦,5,1
今天看来也是逗！（“那句好闺女就够我乐一个月，哈哈” ”喂，严肃点儿，好吗”,5,1
很喜欢这个电影,5,1
逝去的青春,5,1
据说是在真正的原始森林拍的，值得鼓励一下。感觉看了这部电影比我一天看的绿植都多。,5,1
很好看，不同于一般的考古题材，剧情错综复杂,5,1
我觉得DAVIS还是更适合拍黑白,5,1
是初恋的味道，散发着青苹果的清香。,5,1
青春无敌的电影，林志颖年轻时候太帅气了吧,5,1
慢慢都是回忆,5,1
当时是刘亦菲能灵动,5,1
火车被搜查时那个男孩儿说my father will hear about this，如果是字幕组一定会翻译成我爸是李刚吧……,5,1
当哈利深情望着赫敏搂着她在帐篷里翩翩起舞时，当赫敏倚在哈利肩头用温柔的声音道圣诞快乐时，当哈利和赫敏赤裸相拥在冰河上贴身激吻时，我怒从心起！！导演你少拍点奸情戏会死会死啊！！！仍然给5星，为赫敏的颜。,5,1
年轻时候的刘亦菲和林志颖真的是非常美好了,5,1
回顾刘亦菲的青春年华~感叹一下巧莉的青春~~,5,1
高糊的画质也挡不住这满满的胶原蛋白啊，真心希望以后的电影或电视剧不要找中年妇女或大汉来演青春期少男少女,5,1
如果不是最完美，也是最完整。当血染半身的罗恩用黑色的眼眶爆发出演技的光彩，当缱绻伤怀的赫敏跳着平凡简单的舞步面对贝拉的折磨，当哈利收起小天狼星的相框面对双亲的坟墓呢喃道：Merry christmas，当小精灵多比满噙泪水躺在“朋友”的怀中沉睡……这场成人礼，即使沉重也足够完满。,5,1
非常清纯的爱情电影,5,1
青春 就是好啊。小清新,5,1
电影大笔铺陈了三人组的感情戏，虽然略过了书中的一些细节。电影在伏地魔盗取老魔杖处收尾，算是一个小高潮吧。看完电影的感受是，好想永远就坐在电影院里看哈利波特的故事这样一直进行下去。这是我最爱的一系列书。,5,1
"这一集或者半集拍得及其给力，远远超越上集。my Harry, 除了无限的爱没有别的可以表达！！",5,1
一开始就给了个悲情的基调  看得难受但却很像看完  大概是看完书太久 很多情节都不记得了  这部比起之前的 大家的演技都大涨呀,5,1
爱与本能的挣扎,5,1
在夜深人静时，我们或许不介意花费人生中的120分钟，看完这部电影,5,1
如果说机器人正是主角的另一个自己，那么最后，只有你不会离开你自己。,5,1
很小的时候看过此片，今天友邻提醒，发现《夏洛特烦恼》的剧情基本和这个是一样一样一样的啊，那些把国内这部片子捧上天的人你们知道这回事么？,5,1
能顺利哭出来真好 没有什么教育意义 没有 就是一个美好的想法 回到过去 去更了解你爱的人 发现过去的爱都是值得的 现在的你也依然如初,5,1
个人觉得不错啊，值得一看的小型丧尸片，纯当看一集特别版的行尸走肉吧,5,1
最后的真实人物让剧本更具可信度，而非为电影增彩时，这部人物传记才是真正的塑造成功。试图还原的争取自由与希望，在万人烛光纪念中展现，只能感叹，时代的勇士，在洪流暗涌中挺身，召集更多的勇士而来。,5,1
多一颗星是给勇敢、无畏、伟大的米尔克！,5,1
可借鉴，希望中国的同性恋合法化不要有太多的血肉代价。就当前的社会及政府形势，中国还需要至少二十年。,5,1
"七夕第二部。'You gotta give 'em hope""看哭，米尔克就是希望。辩论精彩。回顾历史的艰辛历程有助于未来的建设。被Diego Luna圈粉。",5,1
现实逼人正视,5,1
为什么我们要长大？,5,1
好久前看的了，可是想到还是会打个冷战！这个世界真实得让人发怵！,5,1
最后竟然看的异常难过。“相爱的时候，不要按照日常的标准来判断幸或不幸，是否是善或恶的举动，应比这些更高尚”。老洪只能以此向民众表示内心的愤慨。作为脑残拥趸，没什么能比他始终如一的拍片更重要的了。金敏喜身上那种既脆弱又颓废既天真又妖娆的美，实在太迷人，彻底理解老洪为何深陷至此。,5,1
洪导演的电影就像你喜欢的人，虽然让你似懂非懂，不按常理出牌，任性，捉摸不定，但就是会吸引你看下去，即使有时觉得伤心，你还是会享受其中。（啊，还会让你感性起来，写些感性又抽象的话）凉快的晚上，喝着酒抽着烟看，真好。,5,1
这么良心剧不知道你们豆瓣的人都眼瞎吗,5,1
主题真的不错,5,1
店员很漂亮啊，觉得像某个明星。那个抽烟男蛮帅的，不过抽得好吃力，何苦这么拽哦。那墨镜男装酷装得很有气势嘛。那房客真悲剧，看着就很可怜啊。那胡子男没露脸真欠打。还是剧本好啊，制作得也不错，演员都挺像样，看过最好的短剧。一日囚，我买的第一本科幻世界上的。那时候真好。,5,1
我在2009年科幻大会的活动上看的，旁边都是喜欢的作家。。看的时候无比开心，果断5星,5,1
很有意思，最后的赢家还是反派,5,1
女主挺艳丽的，创意新颖,5,1
盲人和盲人的对决，很精彩。,5,1
火攻的场景魄力十足。第一次为阿市捏了一把汗。,5,1
我是加斯帕诺的死忠,5,1
小时候在电视看过2遍，超级赞啊，这种校园电影好难得。,5,1
老师认真负责给压力，问题少年的心里问题积极沟通，音乐老师唱的歌可以,5,1
当年看了三四遍……准备再看一遍。,5,1
"前半段的节奏缓慢到完全不能想象这是悬疑惊悚片,情节匪夷所思却合理,人物平面又丰满,总的来说就是一个老姑娘的臆想,看来性还是不能压抑啊",5,1
原来是迪士尼拍的！,5,1
看了电影才感受到驹子灵魂深处的那种挣扎和渴望,5,1
爱，像美丽的雪国一样脆弱而不真实。,5,1
虽然比起书多了许多情节 但实在美如画,5,1
美。有一种释怀叫承认事实。,5,1
20120223与妈咪同看。非常细腻地刻画男女内心复杂的心境与女性的命运。,5,1
池部良演得真是儒雅啊,5,1
驹子一直在笑，看不懂。男主如果有能力，为什么不带走驹子和叶子一起呢？,5,1
记得高考那时看过了，现在算反咀了，呵,5,1
   无数的感动和期待都被电影表达出来了,5,1
现代式童话~~~太阳都从西边出来了，还有什么是没希望的？~!,5,1
看意大利电影不可错过的三大导演。第四个被忽略。贵妇罗密劳动女郎罗兰还有费里尼的波霸。各有千秋。还是最喜欢维斯康提的故事。,5,1
看了就不想去米国了，纽奥尔良超可怕的。,5,1
只要你会生活，爱生活，生活可以过的很有意思大多数的人都是好的，只要你心胸够宽广，够幽默，够诚恳，一定会遇到很多有趣的人，有趣的事,5,1
总体来说，四部作品都很可爱，各有风格，都是很高水准的作品，恰恰是很多版本被无情删除的莫尼切利的《雷奥与卢西安》个人最爱。莫尼切利的生活化爱情小品让人感动；费里尼最具巧思，禁欲男往往更爱性感女；维斯康蒂讲述的是上流社会的一个相互折磨的爱情故事；德·西卡那部就是看索菲娅·罗兰。,5,1
头顶相机，测遍人心,5,1
将是个很好的参考。,5,1
都怪我手贱~看完了想腿贱了。。。。更让我惊讶的是美国农村要饭的拿来摄像机看眼都知道佳能，尼康，看眼镜头知道是10倍光学变焦的。。。。,5,1
4.3   你们不要为了抵制什么而攻击这部走心的电影～,5,1
我压根不吊你们这些民族主义狗,5,1
我挺喜欢看这类电影，我是男的。,5,1
赞选角。女人的一生，莫泊桑的《一生》。,5,1
暖暖的治愈系的电影！,5,1
阿斯特吕克的电影都这么奇怪而迷人,5,1
我觉得格莱美和全美音乐，比奥斯卡来赏心悦目，如果可以用震撼这词的话，那就是比奥斯卡还震撼。,5,1
Rihanna的开场，霸气是必须的！！❤！！,5,1
mark下我最爱的漫画 没有之一，可惜漫改动画只有四部，一直祈祷哪天跟乔乔一般复活过来，重置动画！,5,1
比起两个月前同在诺基亚剧院的VMA，这个就显得忒寒酸了。,5,1
我添加EMA条目居然不可以通过！,5,1
我觉得这个片 不能叫纪录片 只能说是一个关于性手枪的艺术大片 酷啊 摇滚大骗局 性手枪的摇滚歌剧一样的专辑,5,1
妈的太朋克了,5,1
"周新雪应该也是老赵儿童卖淫的受害者,男乘务员和周新雪应该是同学兼恋人,所以第一个死的是老赵,他们一起做了这个局.",5,1
很少人看过啊。。我感觉很好看啊，以前我还有模型。。,5,1
今年的全美音乐奖颁奖。Kid Rock唱得很感人；凯蒂佩瑞唱得很差；邦乔维老歌还是那么经典；小泰勒唱功进步真大；亚瑟小子的舞最喜欢；还有我最喜欢的电子；小JB拿了这么多讲；亮点总在最后，后街男孩登场了，还来了9个，全场疯了。。。青春啊。。期待格莱美！,5,1
!!!又是儿时动漫的大作之一！！！！翡翠台的粤配日漫真是毛得弹！,5,1
两年级寒假凤凰卫视放过。后来才知道是gameboy游戏改编的。やっぱり君が好き!,5,1
反派小弟穷到吃泡面还分等级先后最后一个连汤都没得喝好可怜，至今还记得这桥段,5,1
那么少人查这个……,5,1
sid vicious简直是个疯子,5,1
这个片表面上是一个悬疑片，实际上借了这个机会讲了挺多社会上的黑暗面，我觉得挺勇敢的。,5,1
谈论细节漏洞无意义，为影片的着眼点感动。,5,1
喜欢开头和结尾的动画，喜欢里面的音乐，喜欢这种风格的电影,5,1
列车乘警原是刑警队长，却未交待原因；乘警居然侦破，是越权；但各种推理设置很巧妙，环环相扣，让观众与乘警一起扑朔迷离；相关闪回也能恰到好处；角色特点鲜明：好面子而没人性的校长，高傲却有隐秘过去的药品推销女，囡囡的神秘闺密，殴打囡囡的坏同学，好事记者。警校学生的同学韩给情节添了彩。,5,1
感觉很好的电影，暖暖的爱，很舒服的爱，音乐和动画都很好。,5,1
很喜欢这样的金喜善,5,1
看到结尾的漫画呼应开始漫画和中间俊河傻呵呵的回忆，立马原谅中间沉闷的剧情，房子很日式，最疑惑的是这样的房子，蚊子一定肆虐吧，嘿嘿。第一次发现金喜善美，不过她还是不适合演少女，她更衬着女二号的青春洋溢。看到一半想起朱镇模和赵仁成演得电影，我就风中凌乱，哈哈，青葱真好。我最爱青梅竹马,5,1
三集片之第二集,5,1
如此干净的情感 可遇不可求 喜欢上朱镇模 ,5,1
这也许是我心中最美好的恋爱了，连记忆里的初恋都那么美好,5,1
哎呀男猪脚太帅了！,5,1
18年前的金喜善，是我记忆中那个亚洲美人的金喜善，少见剪了短发的她清汤寡水的造型和淡淡的落寞。那个年代全结构改动的整容还是天理不容的，爱情还是夏天的蝉鸣，明媚午后落地窗前的画眉与轻吻，单车后的笑颜。朱建模的阳光融化了冰冻界限的金喜善。嗯，最后猫在吃猫粮，我心甚慰。,5,1
清新的风格，我很喜欢。,5,1
非常好看，出轨和恋童2条线。男主最终最爱的还是他自己啊。母亲是这个世界上唯一爱ronie的人，死前留给ronie那句please be a good boi真的让人潸然泪下，不想辜负最爱的人对自己的期望又无法控制自己的欲望，ronie最后的自宫真的让人好想大哭啊😭😭😭,5,1
原以为只是讲述了来自两个家庭且不能忍受七年之痒的男女之间的出轨事件，后面插入恋童癖事件让整个电影突然鲜活起来和充满了色彩，不管是家庭主妇还是其他的角色都引发着我们关于伦理与道德的思考。,5,1
温暖，美妙，音乐非常棒，小品。,5,1
有船戏，帕翠演的小白脸真的好意思吗,5,1
结尾核能！！这一版的沙威唱功和表现力都太棒了，飞叔和拉面眼睛里总是亮晶晶的仿佛盛了星星。,5,1
可以说是每个人一生中都一定要看一次的经典演出，全程炸裂！沙威和旅馆老板的感觉都太对了，每次一开嗓我都一身鸡皮疙瘩。然而小马真是……选角失误，略遗憾。四代冉阿让同台，还有校园版的年轻人演出时直接泪目了，真的是激情澎湃！,5,1
原来是音乐会。众卡司简直无敌除了毫无存在感的Jonas，不懂为什么要选他，大悲根本不需要一个偶像派来撑场面吧。最后四位JVJ狂哭的我！另外Norm Lewis大叔帅到爆炸！！,5,1
十周年真是无法超越的版本！最后出来17个冉阿让简直了！但是25周年有我喜欢的拉面！以及Nick Jonas一开口就被吊打，也不知道请他来干嘛……,5,1
这版最经典的就是沙威了吧 还有参演电影版的艾潘妮,5,1
『资料馆』一晚上 一身又一身的颤动 爱这一切！,5,1
这个版本的冉阿让只看到仇恨没有看到救赎，没有比10周年更好的冉阿让了。Ramin死忠，在one day more里面一开口真是秒杀众人。好希望30周年的时候也有一场纪念音乐会，好想看到Ramin扮演的冉阿让。,5,1
补标。（评论见我的舞台剧页面）,5,1
传承是最大的美德。,5,1
颜回，不贪不义之富贵，贫病而死，子路，与乱臣贼子奋战而死（求仁而得仁，又何怨）,5,1
"补记2010大银幕看,  经典被发现,  子路正冠一幕异常感人,  场面是还原不到历史,  精神上是太利害....",5,1
最近意志消沉，再打开这部电影吸取一点力量。2018.9.21凌晨3点,5,1
正在看，凭直觉选的。,5,1
烟火气 很多电影都渐渐迷失了 在这个时候再看 才感到感到,5,1
我女朋友就在胜利街上班啊，电影中的场景都是我经常去的呀。亲切！想吃热干面了。,5,1
成成貌似最后还是单身狗？本以为他女朋友会回来看他呢！,5,1
电影的步调很慢，感觉很好，有点想去毕业旅行的冲动！,5,1
七年前看过的，那是还十分童真，当时是抱着看电影送精灵兑换码去的，不过真的挺不错的,5,1
喷子太多，平衡一下,5,1
你们80后有什么资格评论我的童年呢？我的童年不配你来评论。,5,1
虽然你们这么说但我还是忘不了当年学校组织文化宫看电影雷伊出场的喜悦,5,1
欲望是恶魔的化身👿 印象深刻的是那个妄图通过黑魔法变回年轻的中年男人在几秒钟之内逆生长青年少年小孩婴儿一堆细胞原子到最后直接消散了 心理恐怖神片 啊 人类的生命都是悲剧,5,1
马马虎虎吧，没想象中的那么恐怖，和万能钥匙比差远了,5,1
拍的不错，给5星是因为让毕导学习一下。另外豆瓣资料有问题啊，那个藩主我怎么看怎么是孤独的美食家的大叔啊，豆瓣里演员表里没写，孤独的美食家松重丰的名下也没写，看到最后演员表的末尾才有了，就是大叔。又看到一个非自然死亡里面的科长也是松重丰,5,1
原来中国还有这么一段历史。体味观念是如何突破的。京味儿比喻听着很有意思呵。。前门大碗茶。一套戏几套龙套，谁给包银。一个名角的背后，都有一个贤内助。三日之内造十万狼牙,5,1
可怕，丧偶式婚姻。日常恐婚…,5,1
看过第二遍后无可救药的爱上了这部电影,5,1
去年才拍的，却颇有那个时代的感觉。创业家何时何地都有，他们永远是笑面困难险阻。,5,1
真实又不真实 然而这就是现实 ,5,1
确实挺感人的。北京这块地儿，不论是谁当政，北京人总是能给自己刨出一方小天地。把片子里的工商局换成衙门，这李干部换成李老板，照样唱一样的一出戏。看到最后发现是老舍茶馆的前身，这老舍茶馆，现在可不便宜啦。,5,1
黑暗童话。看完两天后剧情居然还在脑中一幕幕重放！洗脑歌曲吗你。,5,1
还是这个年代的故事好看，躁动而不浮躁。,5,1
（2007.3.24）大学听力课上看到的经典，又名《捕梦网》，强烈推荐影片！值得反复看。传说那网具备印第安的灵力(Wakan-Tanka）；每人都需要一个这样的符咒。反应英美导演心态，英式英语与美式英语的火拼！,5,1
大型不婚不育保平安现场。有一个细节穿插得很巧妙呀，电影开头在咖啡馆遇到的那个妹子，应该就是女主26岁时候最大的苦恼：室友。,5,1
这一套《残酷食人族》与《食人族实录》，其实都是关于文明的寓言；所谓文明人比天生天养的部落更残忍，更贪心，最终导致恶果；谁是恶人的迷思，自是令人难受；感官性、批判性兼备，多年后的《亚马逊食人狱》都只是抄其套路，而且视野不够旧作深刻。,5,1
比原版多了首原创歌曲,5,1
就是这部让我爱上休叔的，太帅了！！,5,1
最近看的电影都很棒👏🏻女主角演得太好了,5,1
我们未必真真了解我们自以为了解的人。。生活总比想象中要平淡得多。。再者就是，改变我们人生轨迹的往往也只是一些或许不那么起眼的小事。。,5,1
很喜欢！蛮真实的小成本电影,5,1
太爱看她演的戏了,5,1
只有腐国人民能拍出这种片，这种友善亲近又疏离的感觉，琐碎又传奇。而且真是无基佬不成片～,5,1
以爱的名义，打破国度的法律和人性的弱点。这部剧搞个插叙让人觉得无法接受,5,1
问题愈加严峻(⊙v⊙)：麻酱颜艺日益精进，向着谐星的康庄大道马不停蹄奔去…这对一个曾经将伊视作终极恋爱幻想对象的我来讲是喜or悲？// (遥想当年入坑作还是<温柔时刻>٩(˃̶͈̀௰˂̶͈́)و）// BTW. 麻酱加凉子加隐形出演的gakki 霓虹かのじょ到齐！,5,1
